Report Number,Sample Id,Project Name,Brand NickName,Lab Name,Lab Number,Matrix Type,Sampled DateTime,Received Date,Prep date/time,DateTime Test Started,CAS Number,Analyte Description,Result,Unit of Measure,Qualifier,Dilution Factor,Quantitation Limit,Method,QC Batch No
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,105-67-9,24-Dimethylphenol,<0.242,mg/Kg - dry,,5,0.242,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,84-74-2,Di-n-butyl phthalate,<0.198,mg/Kg - dry,,5,0.198,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,534-52-1,46-Dinitro-2-methylphenol,<1.16,mg/Kg - dry,,5,1.16,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,51-28-5,24-Dinitrophenol,<2.04,mg/Kg - dry,,5,2.04,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,121-14-2,24-Dinitrotoluene,<0.122,mg/Kg - dry,,5,0.122,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,606-20-2,26-Dinitrotoluene,<0.096,mg/Kg - dry,,5,0.096,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,117-84-0,Di-n-Octyl Phthalate,<0.134,mg/Kg - dry,,5,0.134,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,100-41-4,Ethylbenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,637-92-3,Ethyl Tertiary Butyl Ether (ETBE),<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,206-44-0,Fluoranthene,<0.149,mg/Kg - dry,,5,0.149,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,86-73-7,Fluorene,<0.094,mg/Kg - dry,,5,0.094,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,118-74-1,Hexachlorobenzene,<0.091,mg/Kg - dry,,5,0.091,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,87-68-3,Hexachlorobutadiene,<0.004,mg/Kg - dry,,1,0.004,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,87-68-3,Hexachlorobutadiene,<0.082,mg/Kg - dry,,5,0.082,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,77-47-4,Hexachlorocyclopentadiene,<0.144,mg/Kg - dry,,5,0.144,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,67-72-1,Hexachloroethane,<0.086,mg/Kg - dry,,5,0.086,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,110-54-3,n-Hexane,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,591-78-6,2-Hexanone,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,193-39-5,Indeno(123-cd)pyrene,<0.157,mg/Kg - dry,,5,0.157,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,78-59-1,Isophorone,<0.071,mg/Kg - dry,,5,0.071,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,98-82-8,Isopropylbenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,99-87-6,4-Isopropyl toluene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,78-93-3,Methyl Ethyl Ketone (MEK),0.047,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,1634-04-4,Methyl tert-butyl ether (MTBE),<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,108-10-1,4-Methyl-2-Pentanone,<0.0009,mg/Kg - dry,,1,0.0009,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,75-09-2,Methylene Chloride,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,90-12-0,1-Methylnaphthalene,<0.211,mg/Kg - dry,,5,0.211,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,91-57-6,2-Methylnaphthalene,<0.069,mg/Kg - dry,,5,0.069,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,95-48-7,2-Methylphenol,<0.130,mg/Kg - dry,,5,0.130,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,108-39-4,3&4 Methylphenol,<0.159,mg/Kg - dry,,5,0.159,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,91-20-3,Naphthalene,<0.009,mg/Kg - dry,,1,0.009,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,91-20-3,Naphthalene,<0.254,mg/Kg - dry,,5,0.254,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,88-74-4,2-Nitroaniline,<0.135,mg/Kg - dry,,5,0.135,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,99-09-2,3-Nitroaniline,<0.200,mg/Kg - dry,,5,0.200,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,100-01-6,4-Nitroaniline,<1.14,mg/Kg - dry,,5,1.14,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,98-95-3,Nitrobenzene,<0.116,mg/Kg - dry,,5,0.116,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,88-75-5,2-Nitrophenol,<0.098,mg/Kg - dry,,5,0.098,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,100-02-7,4-Nitrophenol,<0.855,mg/Kg - dry,,5,0.855,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,62-75-9,N-Nitrosodimethylamine,<0.166,mg/Kg - dry,,5,0.166,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,86-30-6,N-Nitrosodiphenylamine,<0.098,mg/Kg - dry,,5,0.098,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,621-64-7,N-Nitroso-di-n-propylamine,<0.069,mg/Kg - dry,,5,0.069,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,87-86-5,Pentachlorophenol,<0.261,mg/Kg - dry,,5,0.261,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,85-01-8,Phenanthrene,<0.158,mg/Kg - dry,,5,0.158,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,108-95-2,Phenol,<0.133,mg/Kg - dry,,5,0.133,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,103-65-1,n-Propylbenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,129-00-0,Pyrene,<0.155,mg/Kg - dry,,5,0.155,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,110-86-1,Pyridine,<0.567,mg/Kg - dry,,5,0.567,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,100-42-5,Styrene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,630-20-6,1112-Tetrachloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,79-34-5,1122-Tetrachloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,127-18-4,Tetrachloroethene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,108-88-3,Toluene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,87-61-6,123-Trichlorobenzene,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,120-82-1,124-Trichlorobenzene,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,120-82-1,124-Trichlorobenzene,<0.072,mg/Kg - dry,,5,0.072,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,71-55-6,111-Trichloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,79-00-5,112-Trichloroethane,<0.0006,mg/Kg - dry,,1,0.0006,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,79-01-6,Trichloroethene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,75-69-4,Trichlorofluoromethane,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,95-95-4,245-Trichlorophenol,<0.070,mg/Kg - dry,,5,0.070,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/24/2026 07:33 pm,88-06-2,246-Trichlorophenol,<0.072,mg/Kg - dry,,5,0.072,SW-8270E,W6783
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,96-18-4,123-Trichloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,108-67-8,135-Trimethylbenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,108-05-4,Vinyl Acetate,<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,75-01-4,Vinyl Chloride,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,95-47-6,o-Xylene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,179601-23-1,mp-Xylene,<0.004,mg/Kg - dry,,1,0.004,SW-8260D,V66708
26-049-0003,SB-11 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90167,Solids,02/16/2026 12:20 pm,02/17/2026 05:02 pm,,02/23/2026 06:42 pm,1330-20-7,Xylene (Total),<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 04:37 pm,Moisture,Moisture,9.06,%,,1,,SW-DRYWT,V66686
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/26/2026 02:00 pm,18540-29-9,Chromium Hexavalent,0.554,mg/Kg - dry,,1,0.155,SW-7199,W7114
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/25/2026 01:09 pm,7440-38-2,Arsenic,1.57,mg/Kg - dry,,1,0.274,SW-6010D,W6964
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/25/2026 01:09 pm,7440-39-3,Barium,56.6,mg/Kg - dry,,1,0.164,SW-6010D,W6964
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/25/2026 01:09 pm,7440-43-9,Cadmium,0.102,mg/Kg - dry,J,1,0.0549,SW-6010D,W6964
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/25/2026 01:09 pm,7440-47-3,Chromium,27.1,mg/Kg - dry,,1,0.274,SW-6010D,W6964
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/25/2026 01:09 pm,7439-92-1,Lead,34.3,mg/Kg - dry,,1,0.219,SW-6010D,W6964
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/25/2026 04:00 pm,7439-97-6,Mercury (Total),0.0496,mg/Kg - dry,J,1,0.0224,SW-7471B,W6981
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/25/2026 01:09 pm,7782-49-2,Selenium,0.989,mg/Kg - dry,,1,0.384,SW-6010D,W6964
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/25/2026 01:09 pm,7440-22-4,Silver,<0.220,mg/Kg - dry,,1,0.220,SW-6010D,W6964
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,83-32-9,Acenaphthene,<0.016,mg/Kg - dry,,1,0.016,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,208-96-8,Acenaphthylene,<0.012,mg/Kg - dry,,1,0.012,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,67-64-1,Acetone,0.185,mg/Kg - dry,,1,0.009,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,107-02-8,Acrolein,<0.007,mg/Kg - dry,,1,0.007,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,107-13-1,Acrylonitrile,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,62-53-3,Aniline,<0.021,mg/Kg - dry,,1,0.021,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,120-12-7,Anthracene,<0.015,mg/Kg - dry,,1,0.015,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,71-43-2,Benzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,56-55-3,Benzo(a)anthracene,<0.013,mg/Kg - dry,,1,0.013,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,50-32-8,Benzo(a)pyrene,<0.022,mg/Kg - dry,,1,0.022,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,205-99-2,Benzo(b)fluoranthene,<0.019,mg/Kg - dry,,1,0.019,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,191-24-2,Benzo(ghi)perylene,<0.027,mg/Kg - dry,,1,0.027,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,207-08-9,Benzo(k)fluoranthene,<0.018,mg/Kg - dry,,1,0.018,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,65-85-0,Benzoic Acid,<0.321,mg/Kg - dry,,1,0.321,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,100-51-6,Benzyl alcohol,<0.039,mg/Kg - dry,,1,0.039,SW-8270E,W6783
