Report Number,Sample Id,Project Name,Brand NickName,Lab Name,Lab Number,Matrix Type,Sampled DateTime,Received Date,Prep date/time,DateTime Test Started,CAS Number,Analyte Description,Result,Unit of Measure,Qualifier,Dilution Factor,Quantitation Limit,Method,QC Batch No
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,156-59-2,cis-12-Dichloroethene,<0.0009,mg/Kg - dry,,1,0.0009,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,156-60-5,trans-12-Dichloroethene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,120-83-2,24-Dichlorophenol,<0.142,mg/Kg - dry,,10,0.142,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,78-87-5,12-Dichloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,142-28-9,13-Dichloropropane,<0.0009,mg/Kg - dry,,1,0.0009,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,594-20-7,22-Dichloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,563-58-6,11-Dichloropropene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,10061-01-5,cis-13-Dichloropropene,<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,10061-02-6,trans-13-Dichloropropene,<0.0007,mg/Kg - dry,,1,0.0007,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,84-66-2,Diethyl phthalate,<0.156,mg/Kg - dry,,10,0.156,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,131-11-3,Dimethyl phthalate,<0.155,mg/Kg - dry,,10,0.155,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,105-67-9,24-Dimethylphenol,<0.423,mg/Kg - dry,,10,0.423,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,84-74-2,Di-n-butyl phthalate,<0.348,mg/Kg - dry,,10,0.348,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,534-52-1,46-Dinitro-2-methylphenol,<2.03,mg/Kg - dry,,10,2.03,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,51-28-5,24-Dinitrophenol,<3.57,mg/Kg - dry,,10,3.57,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,121-14-2,24-Dinitrotoluene,<0.213,mg/Kg - dry,,10,0.213,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,606-20-2,26-Dinitrotoluene,<0.169,mg/Kg - dry,,10,0.169,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,117-84-0,Di-n-Octyl Phthalate,<0.233,mg/Kg - dry,,10,0.233,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,100-41-4,Ethylbenzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,637-92-3,Ethyl Tertiary Butyl Ether (ETBE),<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,206-44-0,Fluoranthene,<0.261,mg/Kg - dry,,10,0.261,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,86-73-7,Fluorene,<0.165,mg/Kg - dry,,10,0.165,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,118-74-1,Hexachlorobenzene,<0.160,mg/Kg - dry,,10,0.160,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,87-68-3,Hexachlorobutadiene,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,87-68-3,Hexachlorobutadiene,<0.144,mg/Kg - dry,,10,0.144,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,77-47-4,Hexachlorocyclopentadiene,<0.251,mg/Kg - dry,,10,0.251,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,67-72-1,Hexachloroethane,<0.150,mg/Kg - dry,,10,0.150,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,110-54-3,n-Hexane,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,591-78-6,2-Hexanone,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,193-39-5,Indeno(123-cd)pyrene,<0.274,mg/Kg - dry,,10,0.274,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,78-59-1,Isophorone,<0.125,mg/Kg - dry,,10,0.125,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,98-82-8,Isopropylbenzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,99-87-6,4-Isopropyl toluene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,78-93-3,Methyl Ethyl Ketone (MEK),<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,1634-04-4,Methyl tert-butyl ether (MTBE),<0.0007,mg/Kg - dry,,1,0.0007,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,108-10-1,4-Methyl-2-Pentanone,<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,75-09-2,Methylene Chloride,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,90-12-0,1-Methylnaphthalene,<0.369,mg/Kg - dry,,10,0.369,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,91-57-6,2-Methylnaphthalene,<0.121,mg/Kg - dry,,10,0.121,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,95-48-7,2-Methylphenol,<0.228,mg/Kg - dry,,10,0.228,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,108-39-4,3&4 Methylphenol,<0.278,mg/Kg - dry,,10,0.278,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,91-20-3,Naphthalene,<0.007,mg/Kg - dry,,1,0.007,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,91-20-3,Naphthalene,<0.445,mg/Kg - dry,,10,0.445,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,88-74-4,2-Nitroaniline,<0.237,mg/Kg - dry,,10,0.237,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,99-09-2,3-Nitroaniline,<0.350,mg/Kg - dry,,10,0.350,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,100-01-6,4-Nitroaniline,<2.00,mg/Kg - dry,,10,2.00,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,98-95-3,Nitrobenzene,<0.203,mg/Kg - dry,,10,0.203,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,88-75-5,2-Nitrophenol,<0.171,mg/Kg - dry,,10,0.171,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,100-02-7,4-Nitrophenol,<1.50,mg/Kg - dry,,10,1.50,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,62-75-9,N-Nitrosodimethylamine,<0.290,mg/Kg - dry,,10,0.290,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,86-30-6,N-Nitrosodiphenylamine,<0.172,mg/Kg - dry,,10,0.172,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,621-64-7,N-Nitroso-di-n-propylamine,<0.121,mg/Kg - dry,,10,0.121,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,87-86-5,Pentachlorophenol,<0.455,mg/Kg - dry,,10,0.455,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,85-01-8,Phenanthrene,<0.276,mg/Kg - dry,,10,0.276,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,108-95-2,Phenol,<0.232,mg/Kg - dry,,10,0.232,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,103-65-1,n-Propylbenzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,129-00-0,Pyrene,<0.271,mg/Kg - dry,,10,0.271,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,110-86-1,Pyridine,<0.992,mg/Kg - dry,,10,0.992,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,100-42-5,Styrene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,630-20-6,1112-Tetrachloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,79-34-5,1122-Tetrachloroethane,<0.0009,mg/Kg - dry,,1,0.0009,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,127-18-4,Tetrachloroethene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,108-88-3,Toluene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,87-61-6,123-Trichlorobenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,120-82-1,124-Trichlorobenzene,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,120-82-1,124-Trichlorobenzene,<0.127,mg/Kg - dry,,10,0.127,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,71-55-6,111-Trichloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,79-00-5,112-Trichloroethane,<0.0006,mg/Kg - dry,,1,0.0006,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,79-01-6,Trichloroethene,<0.0010,mg/Kg - dry,,1,0.0010,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,75-69-4,Trichlorofluoromethane,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,95-95-4,245-Trichlorophenol,<0.124,mg/Kg - dry,,10,0.124,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/24/2026 06:18 pm,88-06-2,246-Trichlorophenol,<0.127,mg/Kg - dry,,10,0.127,SW-8270E,W6783
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,96-18-4,123-Trichloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,108-67-8,135-Trimethylbenzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,108-05-4,Vinyl Acetate,<0.0007,mg/Kg - dry,,1,0.0007,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,75-01-4,Vinyl Chloride,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,95-47-6,o-Xylene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,179601-23-1,mp-Xylene,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-7 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90163,Solids,02/16/2026 09:40 am,02/17/2026 05:02 pm,,02/23/2026 04:41 pm,1330-20-7,Xylene (Total),<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 04:37 pm,Moisture,Moisture,20.7,%,,1,,SW-DRYWT,V66686
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/26/2026 12:55 pm,18540-29-9,Chromium Hexavalent,0.358,mg/Kg - dry,,1,0.177,SW-7199,W7114
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/25/2026 12:32 pm,7440-38-2,Arsenic,1.97,mg/Kg - dry,,1,0.315,SW-6010D,W6964
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/25/2026 12:32 pm,7440-39-3,Barium,50.9,mg/Kg - dry,,1,0.189,SW-6010D,W6964
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/25/2026 12:32 pm,7440-43-9,Cadmium,<0.0630,mg/Kg - dry,,1,0.0630,SW-6010D,W6964
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/25/2026 12:32 pm,7440-47-3,Chromium,10.6,mg/Kg - dry,,1,0.315,SW-6010D,W6964
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/25/2026 12:32 pm,7439-92-1,Lead,10.5,mg/Kg - dry,,1,0.252,SW-6010D,W6964
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/25/2026 06:02 pm,7439-97-6,Mercury (Total),0.0636,mg/Kg - dry,J,1,0.0280,SW-7471B,W6981
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/25/2026 12:32 pm,7782-49-2,Selenium,0.804,mg/Kg - dry,,1,0.441,SW-6010D,W6964
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/25/2026 12:32 pm,7440-22-4,Silver,<0.252,mg/Kg - dry,,1,0.252,SW-6010D,W6964
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,83-32-9,Acenaphthene,<0.189,mg/Kg - dry,,10,0.189,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,208-96-8,Acenaphthylene,<0.141,mg/Kg - dry,,10,0.141,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,67-64-1,Acetone,0.807,mg/Kg - dry,E,1,0.010,SW-8260D,V66798
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,107-02-8,Acrolein,<0.008,mg/Kg - dry,,1,0.008,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,107-13-1,Acrylonitrile,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
